Informant,Project,Sex,Age,Ethnicity ,Education level,Occupation,Town/City,County,State,Latitude,Longitude,Fieldworker,Year interviewed,Notes,Formatted_Informant,Target: attic,Target comments
ME253,LANE,Female,55,White,At least some high school,Keeping house,China (China),Kennebec,ME,44.4786,-69.5172,"Lowman, Guy",1931-33,,ME253,"attic, garret",garret older
ME267,LANE,Male,78,White,Between 1 and 8 years,Farmer,Frankfort,Waldo,ME,44.6122,-68.9116,"Lowman, Guy",1931-33,,ME267,attic,
ME268,LANE,Female,91,White,Between 1 and 8 years,Farmer's wife,Newport,Penobscot,ME,44.8367,-69.2725,"Lowman, Guy",1931-33,,ME268,"attic, garret",garret sug. old.
ME269,LANE,Male,64,White,At least some high school,Professional or technical job,Newport,Penobscot,ME,44.8367,-69.2725,"Lowman, Guy",1931-33,,ME269,"garret, attic",
ME270,LANE,Male,73,White,At least some high school,Farmer,Holden (East Holden),Penobscot,ME,44.7611,-68.673,"Lowman, Guy",1931-33,,ME270,"attic, garret",garret sug. old common
ME271,LANE,Male,72,White,At least some high school,Public servant,Searsport,Waldo,ME,44.4583,-68.9242,"Lowman, Guy",1931-33,,ME271,"attic, garret",old sug.
ME272,LANE,Female,90,White,At least some high school,Keeping house,Owls Head,Knox,ME,44.0822,-69.0572,"Lowman, Guy",1931-33,,ME272,"attic, garret",garret old.
ME292,LANE,Male,90,White,At least some high school,Service worker,Ellsworth,Hancock,ME,44.5722,-68.4761,"Lowman, Guy",1931-33,,ME292,"attic, garret",garret soh
ME293,LANE,Female,83,White,At least some high school,Keeping house,Ellsworth,Hancock,ME,44.5722,-68.4761,"Lowman, Guy",1931-33,,ME293,"attic, garret",
ME294,LANE,Male,81,White,Between 1 and 8 years,Farmer,Bluehill ,Hancock,ME,44.4138,-68.5866,"Lowman, Guy",1931-33,,ME294,"attic, garret",
ME295,LANE,Female,58,White,At least some college or beyond,Keeping house,Bluehill ,Hancock,ME,44.4138,-68.5866,"Lowman, Guy",1931-33,,ME295,attic,
ME296,LANE,Female,74,White,At least some high school,Keeping house,Mount Desert (Northeast Harbor),Hancock,ME,44.3428,-68.3071,"Lowman, Guy",1931-33,"Had supplementary informant (F, 80, Keeping house)",ME296,"attic, garret",garret o.
ME297,LANE,Female,59,White,At least some college or beyond,Keeping house,Gouldsboro (Gouldsboro),Hancock,ME,44.4783,-68.0383,"Lowman, Guy",1931-33,,ME297,"attic, garret",
ME298,LANE,Female,77,White,At least some high school,Keeping house,Gouldsboro (West Gouldsboro),Hancock,ME,44.4783,-68.0383,"Lowman, Guy",1931-33,,ME298,"attic, garret",garret sh.
ME299,LANE,Male,90,White,Between 1 and 8 years,Laborer,Jonesport,Washington,ME,44.5328,-67.5983,"Lowman, Guy",1931-33,,ME299,"garret, attic",attic s. mod
ME300,LANE,Female,61,White,At least some high school,"Manager, official, or proprietor",Jonesport,Washington,ME,44.5328,-67.5983,"Lowman, Guy",1931-33,,ME300,"attic, garret",garret so.
ME301,LANE,Male,66,White,At least some high school,Craftsman or foreman,Machias,Washington,ME,44.6833,-67.4667,"Lowman, Guy",1931-33,,ME301,"attic, garret",garret older.
ME302,LANE,Male,50,White,At least some high school,Fisher,Roque Bluffs,Washington,ME,44.6233,-67.4713,"Lowman, Guy",1931-33,,ME302,"attic, garret",
ME303,LANE,Female,68,White,At least some high school,Keeping house,Lubec (North Lubec),Washington,ME,44.8408,-67.0156,"Lowman, Guy",1931-33,,ME303,"attic, garret",garret soh.
ME304,LANE,Male,70,White,At least some high school,Fisher,Perry,Washington,ME,44.975,-67.0758,"Lowman, Guy",1931-33,,ME304,"attic, garret",garret soh.
ME305,LANE,Male,64,White,At least some high school,Professional or technical job,Calais (Bog Brook),Washington,ME,45.1661,-67.2425,"Lowman, Guy",1931-33,,ME305,"garret, loft, attic",attic s mod.
ME306,LANE,Male,53,White,At least some college or beyond,Professional or technical job,Calais (Red Beach),Washington,ME,45.1661,-67.2425,"Lowman, Guy",1931-33,,ME306,"attic, garret",garret o.
ME308,LANE,Male,60,White,At least some high school,Public servant,Rockland,Knox,ME,44.1094,-69.1147,"Lowman, Guy",1931-33,,ME308,"attic, garret",garret soh.
ME309,LANE,Female,81,White,At least some high school,Keeping house,Brunswick,Cumberland,ME,43.9108,-69.963,"Lowman, Guy",1931-33,,ME309,"attic, garret",garret sho.
ME310,LANE,Female,74,White,At least some high school,Keeping house,Topsham,Sagadahoc,ME,43.8717,-69.8589,"Lowman, Guy",1931-33,,ME310,"attic, garret",garret so.
ME311,LANE,Male,69,White,At least some high school,Public servant,Bailey's Island (Harpswell),Cumberland,ME,43.7375,-69.9936,"Lowman, Guy",1931-33,,ME311,"attic, garret",garret sug.
ME312,LANE,Female,79,White,At least some high school,Keeping house,Tremont (Bayside),Hancock,ME,44.25222,68.36722﻿,"Lowman, Guy",1931-33,,ME312,"attic, garret",soh.
ME327,LANE,Male,67,White,At least some high school,Farmer,Farmington,Franklin,ME,42.27917,-71.4166,"Lowman, Guy",1931-33,,ME327,"attic, garret",garret s.
ME328,LANE,Female,84,White,At least some high school,Keeping house,Dover-Foxcroft (Dover),Piscataquis,ME,45.1861,-69.2203,"Lowman, Guy",1931-33,,ME328,"attic, garret",garret o.
ME329,LANE,Female,68,White,Between 1 and 8 years,Keeping house,Dover-Foxcroft (Dover),Piscataquis,ME,45.1861,-69.2203,"Lowman, Guy",1931-33,,ME329,"attic, garret",garret s.
ME330,LANE,Female,68,White,At least some college or beyond,Keeping house,Brewer,Penobscot,ME,44.7967,-68.7614,"Lowman, Guy",1931-33,,ME330,"garret, attic",attic mod.
ME331,LANE,Male,72,White,At least some high school,Farmer,Turner,Androscoggin,ME,42.5988,-72.5569,"Lowman, Guy",1931-33,,ME331,"attic, garret",garret so.
ME332,LANE,Male,83,White,At least some high school,Laborer,Webster (Sabattus),Androscoggin,ME,42.05,-71.8806,"Lowman, Guy",1931-33,,ME332,"attic, garret",garret soh.
ME333,LANE,Male,42,White,At least some college or beyond,Professional or technical job,Webster (Sabattus),Androscoggin,ME,42.05,-71.8806,"Lowman, Guy",1931-33,,ME333,attic,
ME358,LANE,Female,71,White,At least some high school,Keeping house,Fort Fairfield,Aroostook,ME,46.7722, 67.8344 ﻿,"Lowman, Guy",1931-33,,ME358,NR,
ME359,LANE,Male,71,White,At least some high school,Farmer,Fort Fairfield,Aroostook,ME,46.7722, 67.8344 ﻿,"Lowman, Guy",1931-33,,ME359,attic,
ME360,LANE,Female,71,White,At least some college or beyond,Professional or technical job,Skowhegan,Somerset,ME,44.7648,-69.7184,"Lowman, Guy",1931-33,,ME360,attic,
ME361,LANE,Male,22,White,At least some college or beyond,Student,Farmington (Farmington),Franklin,ME,42.2791, 71.4166 ﻿,"Lowman, Guy",1931-33,,ME361,attic,
ME362,LANE,Male,70,White,At least some high school,Craftsman or foreman,Ashland,Aroostook,ME,42.2611,-71.4639,"Lowman, Guy",1931-33,,ME362,NR,
ME363,LANE,Female,47,White,At least some high school,Keeping house,Houlton,Aroostook,ME,46.1255,-67.8397,"Lowman, Guy",1931-33,,ME363,"attic, garret",garret s.h. (o. nat)
ME364,LANE,Male,85,White,Between 1 and 8 years,Professional or technical job,Houlton,Aroostook,ME,46.1255,-67.8397,"Lowman, Guy",1931-33,,ME364,attic,
ME365,LANE,Male,43,White,At least some high school,Clerical or sales position,Fort Kent,Aroostook,ME,47.2419,-68.5722,"Lowman, Guy",1931-33,,ME365,NR,
ME366,LANE,Male,53,White,At least some high school,Farmer,Norridgewock ,Somerset,ME,44.7158,-69.7911,"Lowman, Guy",1931-33,,ME366,"attic, garret",
ME367,LANE,Male,62,White,At least some college or beyond,Clerical or sales position,Lee,Penobscot,ME,44,-69.53,"Lowman, Guy",1931-33,,ME367,"attic, garret",garret s. rare
ME368,LANE,Male,73,White,At least some high school,Farmer,Turner,Androscoggin,ME,41.6916, 71.1463 ﻿,"Lowman, Guy",1931-33,,ME368,"attic, garret",garret so
ME377,LANE,Female,90,White,Unknown,Keeping house,Lincoln,Penobscot,ME,44,-69.53,"Lowman, Guy",1931-33,,ME377,attic,
ME379,LANE,Male,63,White,At least some high school,Clerical or sales position,Kingfield,Franklin,ME,44.9738,-70.1675,"Lowman, Guy",1931-33,No matching Inf.;  Franklin County p 227 LH,ME379,attic,
ME380,LANE,Female,61,White,At least some high school,Keeping house,Waite,Washington,ME,45.3755,-67.6425,"Lowman, Guy",1931-33,,ME380,"attic, garret",garret soh
MI1A,LANCS,Female,66,White,At least some college or beyond,Keeping house,Ontonagon,Matchwood,MI,46.5563,-89.3963,"McDavid, Raven",1948,"also, 31.1",MI001A,attics,
MI1B,LANCS,Female,59,White,At least some high school,Keeping house,Ontonagon,Ballentine (Bergland),MI,56.5442,-89.644,"McDavid, Raven",1948,"also, 31.2; little on the Internet about Ballentine, used grid coordinates of Bergland Township",MI001B,attic,
MI2A,LANCS,Male,72,White,Between 1 and 8 yrs.,Other,Houghton,Calumet,MI,47.2466,-88.454,"McDavid, Raven",1948,"also, 32.1; undertaker",MI002A,attic,
MI2B,LANCS,Male,62,White,At least some high school,Public servant,Houghton,Calumet,MI,47.2466,-88.454,"McDavid, Raven",1948,"also, 32.2; fire chief, also janitor; incomplete record",MI002B,"attic, garret",garret -- junk
MI2C,LANCS,Female,62,White,Between 1 and 8 yrs.,Keeping house,Houghton,Calumet,MI,47.2466,-88.454,"McDavid, Raven",1948,"also, 32.21; also, village treasurer; incomplete record",MI002C,NR,
MI3A,LANCS,Male,70,White,Between 1 and 8 yrs.,Craftsman or foreman,Marquette,Michigamme,MI,46.6338,-87.9975,"McDavid, Raven",1948,"also, 33.1; blacksmith",MI003A,attic,
MI3B,LANCS,Male,60,White,Between 1 and 8 yrs.,Public servant,Marquette,Ishpeming,MI,46.4885,-87.6676,"McDavid, Raven",1948,"also, 33.2; policeman",MI003B,"attic, the hanging, hanging, upstairs","the hanging, hanging -- old Amish"
MI4A,LANCS,Male,82,White,Between 1 and 8 yrs.,Farmer,Delta,Wells,MI,45.4641,-87.0702,"McDavid, Raven",1948,"also, 35.1; feed and chicken business",MI004A,attic,
MI4B,LANCS,Male,61,White,At least some high school,Operative,Delta,Escanaba,MI,45.7452,-87.0646,"McDavid, Raven",1948,"also, 35.2; sawmill worker, and bookkeeper",MI004B,attic,unfinished
MI5A,LANCS,Female,86,White,At least some high school,Keeping house,Chippewa,Sault Ste. Marie,MI,46.4977,-84.3476,"Allen, Harold",1938,"also, 34.1",MI005A,attic,
MI5B,LANCS,Male,73,White,At least some high school,"Manager, official, or proprietor",Chippewa,Sault Ste. Marie,MI,46.4977,-84.3476,"McDavid, Raven",1948,"also, 34.2; customs officer",MI005B,an attic,very low
MI5C,LANCS,Female,59,White,At least some high school,Keeping house,Chippewa,Sault Ste. Marie,MI,46.4977,-84.3476,"McDavid, Raven",1948,"also, 34.3; incomplete record",MI005C,"attic, t a lair",a lair -- GP
MI6A,LANCS,Male,81,White,No formal schooling,Operative,Charlevoix,St. James,MI,45.7454,-85.5226,"McDavid, Raven",1948,"also, 37.1; seaman, also lighthouse keeper",MI006A,"upstairs, attic",attic -- later
MI6B,LANCS,Male,50,White,Between 1 and 8 yrs.,Operative,Charlevoix,Beaver Island,MI,45.6468,-85.5521,"McDavid, Raven",1948,"also, 37.2; lighthouse keeper",MI006B,attic,"""real old"""
MI6C,LANCS,Male,60,White,Unknown,"Manager, official, or proprietor",Charlevoix,St. James,MI,45.7454,-85.5226,"McDavid, Raven",1941,"also, 37.21; fish business; incomplete record",MI006C,attic,
MI7A,LANCS,Male,56,White,At least some high school,Farmer,Emmet,Center,MI,45.6419,-84.9769,"McDavid, Raven",1941,"also, 36.1",MI007A,an attic,
MI7B,LANCS,Male,53,White,Between 1 and 8 yrs.,Farmer,Emmet,Levering,MI,45.6358,-84.787,"McDavid, Raven",1948,"also, 36.2",MI007B,"attic, store room",store room -- old; junk
MI8A,LANCS,Male,78,White,At least some high school,"Manager, official, or proprietor",Grand Traverse,Old Mission,MI,44.9622,-85.4854,"McDavid, Raven",1948,"also, 39.1; storekeeper",MI008A,"dark hole, garret, attic",
MI8B,LANCS,Male,78,White,At least some high school,Farmer,Grand Traverse,Old Mission,MI,44.9622,-85.4854,"McDavid, Raven",1948,"also, 39.2; fruit farmer",MI008B,attic,not finished
MI9A,LANCS,Male,87,White,At least some high school,"Manager, official, or proprietor",Alpena,Alpena,MI,45.0617,-83.4328,"McDavid, Raven",1948,"also, 38.1; merchant",MI009A,"upstairs, attic, c. garret",
MI9B,LANCS,Male,69,White,Between 1 and 8 yrs.,Farmer,Alpena,Alpena,MI,45.0617,-83.4328,"McDavid, Raven",1948,"also, 38.2; also, superintended of co. home",MI009B,upstairs,
MI9C,LANCS,Male,72,White,At least some college or beyond,Public servant,Alpena,Alpena,MI,45.0617,-83.4328,"McDavid, Raven",1948,"also, 38.3; incomplete record; judge",MI009C,attic,in third story
MI9D,LANCS,Male,73,White,At least some college or beyond,"Manager, official, or proprietor",Alpena,Alpena,MI,45.0617,-83.4328,"McDavid, Raven",1948,"also, 38.31; incomplete record; banker",MI009D,attic,
MI10A,LANCS,Female,80+,White,At least some high school,Professional & technical,Mason,Summit,MI,43.5052,-86.2454,"McDavid, Raven",1948,"also, 42.1; also, telegraph operator; incomplete record; nurse",MI010A,upstairs,no attick
MI10B,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,Mason ,Riverton,MI,43.8654,-86.3174,"McDavid, Raven",1948,"also, 42.11; also, carpenter",MI010B,attic,
MI10C,LANCS,Male,54,White,At least some high school,Farmer,Mason,Ludington,MI,43.9553,-86.4526,"McDavid, Raven",1948,"also, 42.2; auxiliary informant too",MI010C,attic,
MI11A,LANCS,Male,68,White,Between 1 and 8 yrs.,Farmer ,Wexford,South Branch,MI,44.1248,-85.4541,"McDavid, Raven",1948,"also, 40.1",MI011A,"loft, attic, garret",attic -- later
MI11B,LANCS,Male,55,White,At least some high school,"Manager, official, or proprietor",Wexford,South Branch,MI,44.1248,-85.4541,"McDavid, Raven",1948,"also, 40.2; hardware merchant",MI011B,"attic, garret",garret -- old
MI12A,LANCS,Male,70,White,At least some college or beyond,"Manager, official, or proprietor",Ogemaw,West Branch,MI,44.2764,-84.2386,"McDavid, Raven",1948,"also, 41.1; grocer",MI012A,attic,attic -- not used
MI12B,LANCS,Male,47,White,Between 1 and 8 yrs.,Farmer ,Ogemaw,Churchill,MI,44.1643,-84.421,"McDavid, Raven",1948,"also, 41.2; also, government worker on agricultural projects",MI012B,"attic, storage room, c. store room",
MI13A,LANCS,Male,72,White,Between 1 and 8 yrs.,Operative,Newaygo,Garfield,MI,43.2538,-85.5047,"Allen, Harold",1938,"also, 43.1; lumberman, also sheriff, county superintendent of the poor",MI013A,garret,
MI13B,LANCS,Male,55,White,At least some high school,"Manager, official, or proprietor",Newaygo,Garfield,MI,43.2538,-85.5047,"McDavid, Raven",1948,"also, 43.2; storekeeper",MI013B,"attic, c. upstairs",
MI14A,LANCS,Female,75,White,Between 1 and 8 yrs.,Farmer's wife,Isabella,Isabella,MI,43.6917,-84.7942,"McDavid, Raven",1948,"also, 44.1; also, practical nurse",MI014A,"store room, garret","store room (upstairs); garret -- s, old"
MI14B,LANCS,Male,68,White,Between 1 and 8 yrs.,Farmer,Isabella,Isabella,MI,43.6917,-84.7942,"McDavid, Raven",1948,"also, 44.2; also, storekeeper",MI014B,attic,
MI14C,LANCS,Male,49,White,Between 1 and 8 yrs.,Farmer,Isabella,Isabella,MI,43.6917,-84.7942,"McDavid, Raven",1948,"also, 44.21; incomplete record",MI014C,NR,
MI15A,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer ,Tuscola,Columbia,MI,43.6197,-83.4003,"McDavid, Raven",1948,"also, 45.1; incomplete record",MI015A,"attic, a garret",attic -- not sealed
MI15B,LANCS,Female,68,White,At least some high school,Clerical and sales,Tuscola,Columbia,MI,43.6197,-83.4003,"McDavid, Raven",1948,"also, 45.2; clerk",MI015B,attic,
MI16A,LANCS,Male,63,White,Between 1 and 8 yrs.,Farmer,Ottawa,Zeeland,MI,42.8125,-86.0187,"Allen, Harold",1938,"also, 46.1",MI016A,attic,
MI16B,LANCS,Male,65,White,Between 1 and 8 yrs.,Operative,Ottawa,Zeeland,MI,42.8125,-86.0187,"McDavid, Raven",1948,"also, 46.2; butcher",MI016B,NR,
MI16C,LANCS,Female,70,White,At least some college or beyond,Keeping house,Kent,Grand Rapids,MI,42.9634,-85.6681,"Marckwardt, Albert",1948,Incomplete record,MI016C,attic,
MI17A,LANCS,Male,81,White,Between 1 and 8 yrs.,Farmer,Ionia,Portland,MI,42.8672,-84.9101,"Allen, Harold",1938,"also, 47.1",MI017A,garret,
MI17B,LANCS,Female,69,White,At least some high school,Keeping house,Ionia,Portland,MI,42.8672,-84.9101,"McDavid, Raven",1948,"also, 47.2",MI017B,"store rooms, garret, attics","garret, attic -- up under eaves"
MI18A,LANCS,Male,84,White,Between 1 and 8 yrs.,Farmer ,Shiawassee,Burns,MI,42.494,-83.5855,"McDavid, Raven",1948,"also, 48.1",MI018A,attic,storage space
MI18B,LANCS,Female,71,White,Between 1 and 8 yrs.,Keeping house,Shiawassee,Burns,MI,42.494,-83.5855,"McDavid, Raven",1948,"also, 48.2",MI018B,attic,
MI19,LANCS,Female,22,White,At least some college or beyond,Student,Genessee,Flint (township),MI,42.9959,-83.773,"McDavid, Raven",1962,"also, 48a.3; Ph.D. candidate",MI019,the attic,
MI20A,LANCS,Female,77,White,Between 1 and 8 yrs.,Keeping house,St. Clair,China,MI,42.7572,-82.5402,"Allen, Harold",1938,"also, 49.1",MI020A,"garret, attic",attic -- 'I guess this is proper'
MI20B,LANCS,Female,67,White,At least some high school,Keeping house,St. Clair,St. Clair,MI,42.8209,-82.486,"McDavid, Raven",1948,"also, 49.2",MI020B,"attic, little chamber",over kitchen -- not finished
MI21A,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,Eaton,Vermontville,MI,42.6289,-85.0242,"Allen, Harold",1938,"also, 50.1",MI021A,attic,
MI21B,LANCS,Male,73,White,Between 1 and 8 yrs.,Craftsman or foreman,Eaton,Vermontville,MI,42.6289,-85.0242,"McDavid, Raven",1948,"also, 50.2; carpenter",MI021B,attic,
MI21C,LANCS,Female,70+,White,Unknown,Keeping house,Eaton,Vermontville,MI,42.6289,-85.0242,"McDavid, Raven",1948,"also, 50.21; incomplete record",MI021C,attic,
MI22,LANCS,Male,93,White,Between 1 and 8 yrs.,Farmer,Livingston ,Howell,MI,42.6073,-83.9294,"Mackey, William",1948,,MI022,"s. attic, a attic, garret",
MI23A,LANCS,Male,81,White,Unknown,"Manager, official, or proprietor",Oakland,Milford,MI,42.5917,-83.6004,"McDavid, Raven",1948,"also, 51.1; merchant",MI023A,attic,[not in old house]
MI23B,LANCS,Male,65,White,Between 1 and 8 yrs.,Farmer,Oakland,Milford,MI,42.5917,-83.6004,"McDavid, Raven",1948,"also, 51.2",MI023B,attics,(not finished - not use)
MI23C,LANCS,Female,58,White,At least some college or beyond,Farmer's wife,Oakland,Milford,MI,42.5917,-83.6004,"McDavid, Raven",1948,"also, 51.21; incomplete record",MI023C,attic,"""I never was up there"" (not used)"
MI24A,LANCS,Male,49,White,At least some college or beyond,Farmer ,Van Buren,Paw Paw,MI,42.2178,-85.8911,"McDavid, Raven",1948,"also, 52.1",MI024A,"garret, spare room",
MI24B,LANCS,Female,82,White,At least some college or beyond,Keeping house,Van Buren,Paw Paw,MI,42.2178,-85.8911,"McDavid, Raven",1948,"also, 52.11",MI024B,"garret, store room, attic",garret -- 'we always called it'
MI24C,LANCS,Male,69,White,At least some high school,"Manager, official, or proprietor",Van Buren,Paw Paw,MI,42.2178,-85.8911,"McDavid, Raven",1948,"also, 52.2; farm extension agent",MI024C,"the loft, store room, garret",loft -- old; garret -- 3rd story
MI24D,LANCS,Male,60,White,Unknown,"Manager, official, or proprietor",Van Buren,Paw Paw,MI,42.2178,-85.8911,"McDavid, Raven",1948,"also, 52.21; incomplete record; clothing merchant",MI024D,attic,
MI25A,LANCS,Male,78,White,Between 1 and 8 yrs.,Farmer,Cass,Wayne,MI,42.0296,-86.0326,"Allen, Harold",1938,"also, 55.1",MI025A,cv. attic,
MI25B,LANCS,Male,64,White,Between 1 and 8 yrs.,Public servant,Cass,Wayne,MI,42.0296,-86.0326,"McDavid, Raven",1948,"also, 55.2; probation officer and custodian of historical museum",MI025B,"attic, garret",attic -- [pic] trap door
MI26A,LANCS,Male,81,White,Between 1 and 8 yrs.,Farmer,Calhoun,Marengo,MI,42.2994,-84.8776,"McDavid, Raven",1948,"also, 53.1",MI026A,"attic, garret",
MI26B,LANCS,Male,75,White,At least some high school,"Manager, official, or proprietor",Calhoun,Marshall,MI,42.2723,-84.9633,"McDavid, Raven",1948,"also, 53.2; banker",MI026B,"attic, garret",garret -- old
MI27A,LANCS,Male,83,White,At least some high school,"Manager, official, or proprietor",Branch,Coldwater,MI,41.9403,-85.0005,"McDavid, Raven",1948,"also, 56.1; hardware merchant",MI027A,"store room, an attic",attic -- later name
MI27B,LANCS,Male,48,White,At least some college or beyond,Farmer,Branch,Algansee,MI,41.5157,-84.5353,"McDavid, Raven",1948,"also, 56.2",MI027B,attic,
MI28A,LANCS,Male,80,White,At least some high school,Farmer,Lenawee,Adrian,MI,41.8975,-84.0372,"Mackey, William",1948,"also, carpenter, handyman, janitor",MI028A,loft,climb up a ladder to get there
MI28B,LANCS,Male,90,White,At least some high school,Craftsman or foreman,Lenawee,Adrian,MI,41.8975,-84.0372,"Mackey, William",1948,Tinsmith,MI028B,attic,
MI29A,LANCS,Male,79,White,At least some high school,Craftsman or foreman,Wayne,Detroit,MI,42.3314,-83.0458,"McDavid, Raven",1948,"also, 54.1; tinsmith and butcher",MI029A,attic,not finished
MI29B,LANCS,Male,81,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",Wayne,Detroit,MI,42.3314,-83.0458,"McDavid, Raven",1948,"also, 54.2; coal business",MI029B,attic,"""everything we didn't use went up there"""
MI29C,LANCS,Female,49,White,At least some college or beyond,Teacher,Wayne,Detroit,MI,42.3314,-83.0458,"McDavid, Raven",1948,"also, 54.3; college English teacher",MI029C,attic,not carpented in
MI29D,LANCS,Male,36,White,At least some high school,Clerical and sales,Wayne,Detroit,MI,42.3314,-83.0458,"McDavid, Raven",1948,"also, 54.31; administrative assistant",MI029D,"attic, garret",unfinished partly or completely finished; garret -- old
MI29E,LANCS,Male,34,White,At least some college or beyond,Teacher,Wayne,Detroit,MI,42.3314,-83.0458,"McDavid, Raven",1956,University teacher,MI029E,the attic,
MI30A,LANCS,Male,92,White,Between 1 and 8 yrs.,Farmer,Monroe,Dundee,MI,41.9573,-83.6597,"Allen, Harold",1938,"also, 57.1; also, laborer",MI030A,s. garret,
MI30B,LANCS,Male,55,White,Between 1 and 8 yrs.,Unknown,Monroe,Dundee,MI,41.9573,-83.6597,"McDavid, Raven",1948,"also, 57.2; ""worked for a few months at a time in Detroit, Toledo, and Mt. Clemens""",MI030B,"attic, garret",attic -- no windows; for storage
NH48,LANE,Male,68,White,Between 1 and 8 years,Farmer,Rye,Rockingham,NH,43.0133,-70.7708,"Lowman, Guy",1931-33,,NH048,"attic, garret",garret -- older sug.
NH50,LANE,Male,69,White,At least some high school,Farmer,Rye,Rockingham,NH,43.0133,-70.7708,"Lowman, Guy",1931-33,,NH050,"attic, garret",garret -- sug. not used
NH51,LANE,Male,39,White,Between 1 and 8 years,Clerical or sales position,Seabrook (South Seabrook),Rockingham,NH,42.8936,-70.8733,"Lowman, Guy",1931-33,,NH051,"attic, garret",garret -- sug. older
NH63,LANE,Male,89,White,Between 1 and 8 years,Farmer,Lee (North Lee),Strafford,NH,43.1231,-71.0114,"Lowman, Guy",1931-33,,NH063,"attic, garret",garret -- sug. older
NH67,LANE,Male,66,White,At least some high school,Service worker,Lee,Strafford,NH,43.1947,-70.875,"Lowman, Guy",1931-33,,NH067,"attic, garret",garret -- sug. older
NH68,LANE,Male,88,White,At least some high school,Farmer,Barrington,Strafford,NH,43.1231,-71.0114,"Lowman, Guy",1931-33,,NH068,"attic, garret",garret -- sug. very old.
NH75,LANE,Male,63,White,Between 1 and 8 years,Laborer,Seabrook (South Seabrook),Rockingham,NH,42.8936,-70.8733,"Lowman, Guy",1931-33,,NH075,"attic, garret",garret -- sug. old-fash.
NH100,LANE,Male,75,White,At least some college or beyond,Farmer,Lyme (Lyme Plain),Grafton,NH,43.8103,-72.1561,"Hultzen, Lee S.",1931-33,,NH100,"attic, garret",same meaning
NH101,LANE,Male,47,White,Between 1 and 8 years,Farmer,Lyme (Lyme Plain),Grafton,NH,43.8103,-72.1561,"Hultzen, Lee S.",1931-33,,NH101,attic,
NH117,LANE,Male,75,White,At least some high school,Clerical or sales position,Newport,Sullivan,NH,43.3653,-72.1733,"Hultzen, Lee S.",1931-33,,NH117,"attic, the attic, sug. up attic","going up in the attic, going up to the attic"
NH118,LANE,Male,56,White,At least some high school,"Manager, official, or proprietor",Goshen (Mill Village),Sullivan,NH,43.3011,-72.1478,"Hultzen, Lee S.",1931-33,,NH118,attic,"unfinished, not necessarily, third floor. Not up attic."
NH128,LANE,Female,89,White,At least some high school,Farmer's wife,Wilmot (Wilmot Flat),Merrimac,NH,43.4508,-71.9133,"Chapallaz, Marguerite",1931-33,,NH128,"attic, back chamber, garret, sky parlor","sky parlor -- modern, meaning glassed-in room"
NH129,LANE,Male,70,White,At least some high school,Farmer,Laconia,Belknap,NH,43.5275,-71.4703,"Chapallaz, Marguerite",1931-33,,NH129,"attic, garret",attic -- much more common than garret
NH130,LANE,Male,77,White,Unknown,Farmer,Derry (East Derry),Rockingham,NH,42.8806,-71.3272,"Lowman, Guy",1931-33,,NH130,"attic, garret",garret -- older
NH132,LANE,Male,77,White,At least some high school,Farmer,Kingston,Rockingham,NH,42.9364,-71.0533,"Lowman, Guy",1931-33,,NH132,"garret, attic",garret -- older
NH144,LANE,Female,96,White,Between 1 and 8 years,Farmer's wife,Webster,Merrimack,NH,43.3288, 71.7177 ﻿ ,"Chapallaz, Marguerite",1931-33,,NH144,"attic, garret",garret -- older
NH156,LANE,Female,90,White,At least some college or beyond,Other (see notes),Concord,Merrimack,NH,43.2067,-71.5381,"Chapallaz, Marguerite",1931-33,Single woman,NH156,attic,
NH157,LANE,Male,79,White,At least some high school,Farmer,Loudon (Loudon Ridge),Merrimack,NH,43.2856,-71.4678,"Chapallaz, Marguerite",1931-33,,NH157,"attic, garret",garret -- sug.
NH158,LANE,Male,74,White,Between 1 and 8 years,Farmer,Amherst,Hillsborough,NH,42.8614,-71.6253,"Chapallaz, Marguerite",1931-33,No matching Inf.? P 217,NH158,"attic, garret",
NH159,LANE,Female,78,White,Unknown,Private household worker or gardener,New Boston,Hillsborough,NH,42.9758,-71.6917,"Chapallaz, Marguerite",1931-33,,NH159,"attic, garret",garret -- older
NH163,LANE,Female,66,White,At least some high school,Keeping house,Charlestown,Sullivan,NH,43.2344,-72.4244,"Lowman, Guy",1931-33,,NH163,"attic, garret",garret -- sug. older
NH164,LANE,Male,84,White,At least some high school,Farmer,Sutton (Sutton Mills),Merrimack,NH,43.3342,-71.9514,"Lowman, Guy",1931-33,,NH164,"attic, garret",garret -- sug. older
NH165,LANE,Male,76,White,At least some high school,Farmer,Webster,Merrimack,NH,43.3288, 71.7177 ﻿ ,"Lowman, Guy",1931-33,,NH165,"attic, up garret",up garret -- sug. older
NH166,LANE,Male,84,White,At least some high school,Farmer,Gilford (Gunstock Hill),Belknap,NH,43.5475,-71.4072,"Lowman, Guy",1931-33,,NH166,"attic, garret",
